response,id,wc,zwp,wi,dtj,bnf,qh,ent,sci,ypz,bw,tdt,sb,ox,xt,np,ku,is
N,270763,b,S,gmz,3.4641,J,1.70639553755465,B,1.3615241081238,0,0.31623,zp,s2,jl,ntb,j,y,9.0448
N,388798,b,S,gmz,1.73205,J,1.51443828012857,B,1.3639987733722,1,0.31606,kc,s2,bf,ntb,j,u,1.912
Y,247330,b,O,gmz,2.44949,K,2.24819543311434,A,1.53292151085139,15,0.54772,sm,s2,bf,ntb,k,y,1.0823
N,464569,b,S,gmz,3.31662,J,1.94635899438024,A,1.4147273770427,16,0.4,sm,s2,jl,ntb,k,t,0.48955
Y,519162,d,N,gmz,3.60555,J,1.80728757712789,B,1.30967696558459,3,0.4,zp,s2,fy,ntb,k,y,4.2973
N,345912,b,R,gmz,2.82843,J,1.60537263201016,B,1.35832092073752,11,0.31623,zp,s2,bf,fcc,j,z,0.9393
N,60476,d,U,gmz,2.82843,K,1.63520982239975,A,1.30083307738714,11,0.37417,sm,s2,fy,ntb,j,y,0.93369
Y,78585,c,N,gmz,3.31662,J,2.01435744272745,A,1.39724968681804,10,0.42427,sm,s5,bf,ntb,j,y,2.2911
Y,147585,d,N,gnq,3.16228,J,1.70897439395392,A,1.29445049619833,14,0.4,zp,s2,fy,mrm,j,t,1.2983
N,84796,b,O,gmz,3.4641,J,1.66665741221364,A,1.35213040957046,1,0.31623,zp,s2,fy,fcc,j,z,6.5861
Y,438836,c,N,gmz,3.4641,J,2.10996605938595,B,1.4,15,0.44721,sm,s2,bf,ntb,k,y,0.088939
N,200066,d,N,gmz,3.60555,I,2.02197563037784,A,1.37616821553347,11,0.4,zp,s2,jl,ntb,j,z,3.827
N,187500,d,R,gmz,3.16228,I,1.68396256919262,A,1.3193776036505,1,0.31623,sm,s5,bf,ntb,j,z,4.0808
Y,496254,d,U,gnq,3.16228,J,1.70524861368544,B,1.35832092073752,0,0.31606,zp,s2,bf,fcc,j,v,0.056387
Y,470205,d,N,gmz,3.74166,J,2.07841444879929,A,1.32862399375346,6,0.4,zp,s2,bf,ntb,j,z,5.7875
N,433505,b,O,gmz,2.64575,L,1.75131581526859,A,1.40743630513983,14,0.4,zp,s2,bf,fcc,j,z,0.013213
N,312002,d,R,gmz,3,J,1.9242126811104,A,1.39648714592539,10,0.42427,sm,s2,bf,ntb,j,z,0.43025
Y,157143,d,N,gmz,3.60555,K,2.17090015995868,A,1.41652462533372,10,0.42427,sm,s2,jl,ntb,j,v,5.12
Y,137365,d,O,gmz,3.16228,J,1.75100781708645,A,1.39269230587691,7,0.37417,zp,s6,fy,fcc,j,z,1.8857
N,206434,d,N,gmz,3.60555,I,1.99857928424874,A,1.41545089618719,7,0.4,zp,s2,fy,ntb,k,y,3.2358
N,433602,b,R,gmz,3.74166,J,1.73926655650847,A,1.30166444703639,1,0.31623,zp,s2,bf,ntb,j,z,2.2383
N,110652,b,N,gmz,3.4641,J,1.92591473105467,A,1.40521516664839,3,0.42427,zp,s2,fy,ntb,j,x,4.5303
N,8184,d,R,gmz,3.16228,J,1.66704221034342,A,1.37682841012114,1,0.31623,sm,s2,jl,ntb,j,x,1.0038
N,466579,d,N,gmz,3.31662,K,1.93924292982987,A,1.33496249299296,10,0.38729,sm,s2,bf,ntb,j,u,1.202
N,498199,b,R,gmz,3.60555,L,1.9055403509981,A,1.37933574314343,11,0.37417,zp,s2,fy,fcc,j,x,0.25685
N,589302,e,N,gmz,0,H,1.52289449726397,A,1.39748349220384,10,0.39938,sm,s3,fy,ntb,j,x,1.4547
N,36512,d,T,gmz,3.4641,I,1.68691807635396,A,1.30707859815199,14,0.31623,kc,s2,jl,ntb,j,y,4.0977
N,300203,d,R,gmz,3.74166,J,1.76145673072351,A,1.3615241081238,0,0.31623,zp,s2,jl,ntb,j,z,2.7593
Y,483475,d,R,gnq,3.31662,J,1.8727855151255,B,1.4189300861578,1,0.42427,kv,s2,jl,ntb,j,u,2.4929
N,511475,b,T,gmz,2.82843,J,1.64543418240515,A,1.40249206392699,1,0.36056,kv,s2,bf,fcc,j,y,1.446
N,510874,d,N,gmz,2.64575,J,1.73140148366906,A,1.39748349220384,0,0.4,zp,s2,fy,ntb,j,u,0.42577
N,314008,d,N,gmz,3.74166,J,1.97105847265686,A,1.39038385615377,11,0.37417,sm,s2,bf,ntb,j,u,0.51301
N,161914,b,N,gmz,3.16228,J,1.80895167613951,A,1.37802670489835,0,0.4,sm,s2,jl,ntb,k,y,4.0535
Y,143192,d,N,gmz,3,J,1.96485502872879,A,1.32557493861855,15,0.42427,sm,s6,bf,ntb,j,z,1.3782
N,313470,d,S,gmz,3.74166,K,1.9141542403338,A,1.3615241081238,6,0.38729,zp,s2,fy,fcc,j,z,3.2871
Y,541582,b,R,gmz,3.74166,K,1.86266924929843,A,1.42308450702091,0,0.4,kv,s6,jl,ntb,j,z,1.0484
N,577291,b,S,gmz,1.73205,I,1.61741704983604,B,1.40311651841072,0,0.39988,zp,s2,fy,fcc,j,z,1.2959
N,11551,b,R,gmz,3.4641,K,1.86186010079326,A,1.32665262992613,0,0.39975,kv,s2,bf,ntb,j,x,2.2282
N,251600,d,R,gmz,3.4641,K,1.83570421153371,A,1.36632617158418,0,0.4,zp,s2,jl,ntb,j,w,4.0031
Y,581849,d,T,gmz,2.82843,L,1.87584113447982,A,1.39026440324797,14,0.47958,sm,s2,fy,ntb,k,w,0.030483
N,151378,d,R,gmz,3.74166,K,1.96357481204299,A,1.32756001071069,11,0.37417,sm,s2,jl,ntb,j,y,2.5847
N,478569,d,N,gmz,3.31662,J,1.67739349348207,A,1.35832092073752,11,0.31623,zp,s2,bf,fcc,j,x,4.1239
N,321263,c,N,gmz,2.23607,M,1.63149071864635,A,1.44900160545465,1,0.4238,zp,s2,jl,ntb,j,w,2.0677
N,410322,b,N,gmz,2.64575,I,1.59240074569921,B,1.38078219826241,4,0.31623,sm,s2,bf,fcc,j,y,3.3504
N,499800,b,U,gmz,2.44949,K,1.70611941829744,A,1.38078219826241,10,0.37417,zp,s2,jl,ntb,j,x,1.1781
N,315113,d,R,gmz,2.82843,J,1.63031365547535,A,1.36851749463161,14,0.31623,zp,s2,bf,ntb,k,z,0.61083
Y,101763,d,N,gmz,2.64575,J,1.79707309011273,A,1.44159567032967,1,0.42427,zp,s2,bf,fcc,j,u,1.8735
N,175027,d,N,gmz,3.60555,I,1.97260903200184,A,1.39623401386159,1,0.4,zp,s2,fy,ntb,j,u,0.61692
Y,423839,f,R,gmz,0,L,1.44706708801259,A,1.2837191366849,1,0.31528,zp,s4,bf,dgk,j,y,0.83722
N,532496,b,S,gmz,2.64575,L,1.66811522369612,A,1.39051820041171,11,0.42427,zp,s2,bf,ntb,j,z,8.0917
Y,254039,c,P,gmz,3.60555,L,2.10410666485258,A,1.35861188866508,10,0.42427,sm,s5,fy,ntb,j,x,2.4739
N,346697,b,U,gmz,3.31662,J,1.66362996533656,A,1.36878405350482,11,0.31623,sm,s2,jl,fcc,k,z,2.0181
N,578386,b,U,gmz,2.82843,I,1.84122593230069,A,1.42719948549478,14,0.44721,zp,s2,jl,ntb,j,t,3.1337
N,143505,b,N,gmz,3.31662,K,1.86792127196828,A,1.4246132191204,11,0.44721,zp,s2,bf,ntb,j,z,1.6738
Y,268114,d,N,gmz,2.82843,K,2.13615982669317,A,1.4049755799942,10,0.59161,sm,s2,jl,ntb,k,y,0.7489
N,366067,d,N,gmz,2,I,1.49075160871051,B,1.35213040957046,1,0.31528,kc,s2,bf,ntb,j,z,3.4551
N,387392,d,R,gmz,3.74166,J,1.88881920363883,A,1.40174920747742,1,0.37417,sm,s2,bf,ntb,k,z,1.3325
Y,113358,d,R,gmz,3.31662,N,1.75025903368291,A,1.37457258709298,0,0.31623,zp,s2,jl,fcc,k,w,1.9853
Y,310526,b,P,gmz,3.60555,I,2.0823154469893,A,1.35608962673851,6,0.4,zp,s2,bf,ntb,j,x,0.68498
N,544852,b,R,gmz,3.60555,I,1.98707247767934,A,1.38999510294837,7,0.38729,zp,s2,fy,ntb,j,y,1.9437
N,588861,d,T,gmz,3.4641,M,1.64476689145126,A,1.35832092073752,11,0.31623,kc,s2,bf,ntb,j,z,0.39556
Y,511654,d,N,gnq,3.74166,J,1.84416368669081,A,1.29833265683333,15,0.36056,zp,s6,jl,ntb,k,v,2.3875
N,454932,b,R,gmz,3.31662,J,1.75609286812277,A,1.41665672745143,1,0.37417,kv,s2,bf,ntb,j,x,2.8337
N,407479,d,N,gmz,3.31662,K,1.80617675106706,A,1.32139717276664,11,0.37417,zp,s2,fy,dgk,j,y,0.64095
Y,517316,b,Q,gnq,3.4641,J,1.68674933888582,B,1.36878405350482,11,0.31623,sm,s2,ix,ntb,k,z,0.92413
Y,94904,c,P,gmz,3.74166,L,1.83123820659076,A,1.32480430212932,1,0.31623,sm,s2,fy,fcc,j,z,1.1053
N,212040,d,N,gmz,3.31662,J,1.93238574452109,A,1.35777108787661,1,0.42427,zp,s2,fy,fcc,j,z,1.7152
N,43418,b,O,gmz,2.23607,L,1.58226235555296,A,1.39178158619819,4,0.4,kc,s2,fy,dgk,k,y,4.6563
N,539989,b,S,gmz,1.73205,J,1.6223876345767,A,1.40311651841072,0,0.39988,zp,s2,jl,ntb,j,z,1.5502
Y,233117,b,Q,gmz,3.60555,K,2.65201218161569,A,1.53292151085139,15,0.54772,sm,s2,fy,fcc,k,w,3.6546
N,541349,b,O,gmz,2.64575,H,1.7125545703599,A,1.4129158382174,11,0.42427,zp,s2,jl,ntb,j,t,0.64352
N,240451,d,N,gmz,3,M,1.73917215163011,A,1.40620840008864,11,0.44721,zp,s2,bf,ntb,j,y,4.8088
N,403851,b,S,gmz,2.82843,J,1.66083220003268,B,1.39269230587691,7,0.37417,zp,s2,bf,fcc,j,y,0.91075
N,245192,d,N,gmz,3.16228,M,1.67411178112412,B,1.3615241081238,0,0.31623,zp,s2,jl,ntb,j,x,2.5063
N,444763,d,R,gmz,3.60555,I,1.78828972934538,A,1.37457258709298,0,0.31623,zp,s2,bf,fcc,k,y,0.091888
N,218037,d,R,gmz,3.16228,J,1.94210450362284,A,1.46797934001678,9,0.44721,zp,s2,bf,ntb,j,y,1.3037
N,495531,d,R,gmz,3.31662,J,1.89043163602608,A,1.42367821397895,4,0.4,zp,s2,jl,ntb,j,z,2.7138
N,160083,b,N,gmz,3,J,1.83584168661709,B,1.40743630513983,14,0.4,zp,s2,fy,ntb,j,z,0.82011
Y,504562,d,R,gmz,3.16228,I,2.06366751714816,A,1.43852597218678,14,0.50001,sm,s2,ix,ntb,k,z,0.342
N,227374,b,S,gmz,3.4641,J,1.71723620952861,A,1.35985669513123,1,0.31623,sm,s2,fy,fcc,k,y,0.55213
N,491795,d,R,gmz,3.4641,I,1.88773667008938,B,1.39344500910973,3,0.42427,zp,s2,fy,fcc,j,y,0.45462
Y,136991,d,R,gmz,3.60555,K,1.83143206540071,A,1.37457258709298,0,0.31623,zp,s2,bf,ntb,k,w,4.0522
Y,451942,b,S,gmz,2.44949,L,1.67397043555461,A,1.39748349220384,1,0.37417,zp,s2,bf,ntb,k,z,4.7037
Y,515959,d,N,gmz,3,J,1.6905268997631,A,1.39434023408806,4,0.4,sm,s6,bf,ntb,k,w,2.0682
N,544716,c,N,gmz,3.31662,K,1.81542136710952,B,1.38484264488105,0,0.4,zp,s2,jl,ntb,j,x,3.6634
N,125793,d,R,gmz,2.82843,I,1.61136211087581,A,1.36851749463161,14,0.31623,zp,s2,jl,ntb,j,z,0.55913
N,379884,b,N,gmz,3.60555,K,1.84170428747805,A,1.37457258709298,0,0.31623,zp,s2,bf,ntb,k,z,0.21914
N,231882,d,U,gmz,1,J,1.51919385667555,A,1.30578611512232,11,0.3156,sm,s2,bf,ntb,j,z,1.5968
N,281680,d,N,gmz,3,J,1.61331056271959,A,1.34728008950155,14,0.31623,kc,s2,jl,ntb,k,y,2.4834
N,347093,d,R,gmz,3.16228,J,1.71385350514276,A,1.37457258709298,0,0.31623,zp,s2,fy,dgk,k,z,2.9997
N,411125,b,T,gmz,3.16228,L,1.6566634241197,B,1.28878503667418,11,0.31623,zp,s2,jl,ntb,k,z,2.3077
Y,262194,d,R,gmz,3,I,1.8600192072267,B,1.34059712003709,14,0.44598,sm,s2,bf,ntb,j,v,0.33769
Y,451286,b,O,gmz,3.74166,I,2.100271725994,A,1.4121803018517,4,0.4,sm,s2,bf,ntb,k,z,0.031778
Y,408369,d,T,gnq,3.31662,I,1.65364694245694,A,1.2898238725474,1,0.31623,zp,s2,bf,ntb,k,y,3.3457
N,582125,b,S,gmz,3,K,1.60344438417551,A,1.35070901778896,1,0.31623,kc,s2,fy,ntb,j,t,0.49108
N,118173,d,R,gmz,2.23607,I,1.58351350706616,B,1.39318299339202,6,0.36879,zp,s2,fy,fcc,j,z,0.94857
N,477032,d,R,gmz,3.60555,H,1.81245912235828,A,1.30033895202699,0,0.4,zp,s2,fy,ntb,k,y,4.8875
Y,93213,d,R,gmz,2.64575,J,1.85187984992907,A,1.39648714592539,10,0.42427,sm,s2,fy,ntb,k,z,1.217
Y,289747,c,N,gnq,3.16228,L,1.9337683724064,B,1.33615295852196,10,0.38729,sm,s6,bf,ntb,j,x,0.80183
N,51796,d,R,gmz,3.31662,L,1.75811962696759,A,1.37457258709298,0,0.31623,zp,s2,bf,fcc,k,z,1.4077
Y,473182,d,N,gmz,3.16228,K,1.99421973681672,A,1.39911958792123,9,0.44721,zp,s6,bf,mrm,j,z,1.3777
N,68527,d,N,gmz,3.60555,J,1.92535471567375,A,1.32696061069026,3,0.4,sm,s2,bf,ntb,j,u,1.3353
N,76301,d,N,gmz,3.60555,L,1.66535903814816,A,1.35832092073752,11,0.31623,kc,s2,jl,fcc,j,y,4.2209
N,425100,b,U,gmz,3.31662,K,1.79312617226424,A,1.4129158382174,11,0.37417,zp,s2,fy,ntb,j,s,0.72033
N,593605,d,N,gmz,3.16228,J,1.60846373665467,A,1.35832092073752,11,0.31623,kc,s2,ix,ntb,j,y,4.0697
N,517901,b,O,gmz,2.64575,J,1.64827095766328,A,1.3814440608284,1,0.37417,sm,s2,jl,ntb,j,w,5.9406
N,493257,d,R,gmz,3.4641,K,1.76890662112529,A,1.35985669513123,1,0.37417,zp,s2,bf,ntb,k,z,1.7767
N,81993,b,U,gmz,3.4641,L,1.70652936098152,A,1.36194822530906,1,0.31623,zp,s2,fy,ntb,j,y,2.0746
N,260973,d,N,gmz,3.60555,H,1.77820944760982,A,1.31145428819468,0,0.31623,sm,s2,fy,fcc,j,y,6.0662
Y,338440,d,R,gmz,3.74166,K,1.88795516423976,B,1.37802670489835,0,0.4,sm,s2,jl,ntb,j,z,1.3698
N,142959,b,T,gmz,3.60555,J,1.85252878170026,B,1.33014435222886,1,0.37417,zp,s2,fy,fcc,j,x,3.454
N,10739,d,R,gmz,3.31662,H,1.75545836664014,B,1.33763226252208,14,0.4,sm,s2,jl,ntb,j,x,2.6021
Y,185225,d,N,gmz,3.60555,L,2.23042659662353,B,1.37147959781793,13,0.44721,zp,s3,ix,fcc,j,v,0.79108
N,47979,c,R,gmz,3.31662,I,1.83139940003668,B,1.38599567366944,1,0.37417,zp,s2,bf,ntb,j,x,2.1015
N,175510,b,R,gmz,0,K,1.5120404604784,B,1.30578611512232,11,0.3156,sm,s2,bf,ntb,j,v,3.2349
N,48333,d,R,gmz,3.4641,I,1.73823609171964,A,1.36661097842805,11,0.37417,sm,s2,fy,fcc,j,y,0.54367
N,498522,d,N,gmz,3.4641,K,1.68585569255211,A,1.3615241081238,0,0.31623,zp,s2,bf,ntb,j,y,2.6282
N,52838,b,N,gmz,3.16228,I,1.63491282138368,A,1.34728008950155,14,0.31623,kc,s2,bf,fcc,j,z,2.589
Y,429167,d,N,gnq,3.31662,L,1.94295306499389,B,1.34206007278937,16,0.4,zp,s2,bf,ntb,j,v,0.77537
N,452293,b,O,gmz,3.60555,H,1.86314142260551,B,1.39369577816193,14,0.4,sm,s2,fy,ntb,j,z,1.9799
Y,368687,c,N,gmz,3.31662,I,1.92691183563198,A,1.33090189571779,0,0.4,zp,s8,fy,mrm,k,z,1.4111
N,223899,d,N,gmz,2,I,1.63033167012101,A,1.32894529012246,0,0.39988,zp,s2,jl,ntb,k,y,3.0712
N,500794,b,S,gnq,2,K,1.57482425674501,A,1.37442912332471,0,0.31606,zp,s2,bf,ntb,j,x,1.3268
N,255933,d,R,gmz,3.60555,J,2.02726311179518,A,1.35355300326556,11,0.42427,zp,s2,jl,dgk,j,z,1.9203
N,28356,d,N,gmz,1.41421,K,1.47182924151455,A,1.37749374304409,14,0.31606,kc,s2,bf,ntb,j,z,1.2145
N,230803,b,O,gmz,3,H,1.74228551790241,A,1.42167008921401,6,0.4,sm,s2,bf,ntb,j,x,3.7512
Y,303289,d,R,gmz,3,K,1.65727364361888,B,1.37682841012114,1,0.31623,sm,s2,ix,ntb,j,z,0.45835
N,431341,b,N,gmz,2.82843,J,1.60728135381387,A,1.30166444703639,1,0.31623,zp,s2,jl,dgk,j,u,1.4796
N,367493,d,N,gmz,3.60555,L,1.94218897733148,A,1.39623401386159,1,0.4,zp,s2,fy,ntb,k,y,0.12053
N,239194,c,R,gmz,3.4641,K,1.70936912941381,B,1.35985669513123,1,0.31623,zp,s2,bf,ntb,j,z,5.1371
Y,192563,b,Y,gmz,3,J,1.66783277181694,B,1.38871130920176,11,0.31623,zp,s2,fy,ntb,j,x,1.4084
Y,536506,d,R,gnq,3.4641,K,1.74977349090708,A,1.30083307738714,11,0.37417,sm,s6,bf,ntb,j,u,1.1377
N,438403,d,N,gmz,3.16228,K,1.75286175498878,B,1.34206007278937,6,0.37417,sm,s2,bf,ntb,k,u,2.1337
N,446341,d,R,gmz,2.23607,H,1.71861132287291,A,1.40620840008864,0,0.39938,zp,s2,bf,fcc,j,w,0.60965
Y,303349,d,V,gmz,2.23607,L,1.57054560055038,A,1.37946391869782,4,0.31606,zp,s5,bf,ntb,j,z,2.1064
N,246961,b,O,gmz,3,J,1.59280012619005,A,1.35832092073752,11,0.31623,kc,s2,jl,ntb,j,y,0.85041
N,263655,b,N,gmz,3.31662,J,1.70556971126673,A,1.3185859350513,11,0.37417,zp,s2,bf,ntb,j,u,1.0424
N,365842,d,N,gmz,2.23607,K,1.52464599009406,A,1.30330576054873,14,0.31606,kc,s2,bf,ntb,j,u,1.7117
Y,167219,b,S,gmz,2.82843,K,1.6678860337169,A,1.39269230587691,7,0.37417,zp,s2,bf,dgk,k,u,3.4197
Y,151876,d,N,gnq,3.60555,K,1.96700600275489,A,1.40174920747742,1,0.4,sm,s2,fy,ntb,j,z,4.8471
N,167574,d,N,gmz,1.41421,K,1.51475093392102,B,1.3185859350513,1,0.31623,sm,s5,jl,ntb,j,z,1.7743
N,131237,d,N,gmz,3.31662,K,1.69056181482091,A,1.3615241081238,0,0.31623,zp,s2,fy,ntb,j,z,3.9932
Y,95840,b,Q,gmz,3.60555,I,1.91151682454865,A,1.37802670489835,0,0.4,sm,s2,ix,ntb,j,w,2.1127
Y,57543,b,O,gmz,3.60555,L,2.00150971329931,A,1.4039756466571,3,0.42427,sm,s2,bf,ntb,j,z,1.0341
N,283576,d,N,gmz,3.4641,L,1.92528320565564,A,1.37081322956934,4,0.4,zp,s2,fy,fcc,k,w,3.956
N,143725,d,N,gmz,2.82843,K,1.74455603397834,A,1.41413328005657,4,0.4,sm,s2,bf,ntb,j,y,2.6144
N,449662,b,S,gmz,3.74166,L,2.06825824876968,A,1.35426161338839,11,0.42427,sm,s2,bf,ntb,k,z,1.0535
N,527986,b,S,gmz,3.60555,M,1.8940917197794,A,1.39369577816193,14,0.4,sm,s2,ix,ntb,j,x,0.40321
Y,95149,b,N,gmz,3.31662,I,1.81940942902971,A,1.40534797709528,3,0.42427,sm,s6,bf,ntb,j,u,1.6872
N,198717,d,R,gmz,3.60555,J,2.14185077468618,A,1.35042883220176,14,0.4,zp,s2,jl,ntb,j,u,1.1637
N,30788,d,R,gmz,2.23607,I,1.66846961820869,A,1.32894529012246,0,0.4,zp,s2,fy,ntb,j,u,0.41135
N,178898,d,R,gmz,3.16228,L,1.62655057139693,A,1.35832092073752,11,0.31623,kc,s2,bf,fcc,j,z,0.89091
N,359127,d,N,gmz,3.31662,M,1.63682844704524,A,1.35832092073752,11,0.31623,kc,s2,fy,ntb,j,x,0.1927
N,456409,d,R,gmz,3.16228,I,1.76566931377012,B,1.30033895202699,0,0.4,zp,s2,ix,ntb,k,z,2.748
N,10711,d,R,gmz,1.73205,H,1.52387153193238,A,1.28878503667418,11,0.31623,zp,s2,bf,ntb,j,y,2.1666
Y,277103,d,R,gmz,3.74166,I,2.23503464274322,A,1.4,15,0.44721,sm,s8,ix,ntb,j,u,3.2642
Y,544026,b,Q,gmz,3.74166,I,2.19700469626738,A,1.41748848692262,10,0.44721,sm,s2,bf,ntb,j,u,3.3013
N,525852,d,N,gmz,3.60555,J,1.96884969439049,A,1.41761889122432,7,0.4,zp,s2,bf,fcc,j,z,3.9004
N,220187,b,S,gmz,3.16228,L,1.67406804841305,A,1.37682841012114,1,0.31623,sm,s2,fy,ntb,k,t,3.3875
N,31206,d,N,gmz,3.16228,L,1.71501583931579,A,1.41665672745143,6,0.37417,sm,s2,bf,fcc,k,z,2.1909
N,270483,d,N,gmz,2.23607,L,1.77336332783812,A,1.34713995481939,15,0.42403,zp,s2,jl,ntb,k,y,4.3448
N,201207,b,S,gmz,3.4641,M,1.68336665971673,A,1.35999306486563,0,0.31623,sm,s2,bf,ntb,j,y,0.53414
Y,21150,d,N,gmz,3.60555,I,1.95465365302805,A,1.33615295852196,10,0.38729,sm,s8,jl,ntb,j,z,4.5379
Y,35105,d,N,gmz,3.74166,L,2.1283740008491,A,1.34219829191639,11,0.4,sm,s2,jl,ntb,j,v,0.33011
N,31214,d,R,gmz,2.23607,L,1.73737680423246,A,1.38262473529539,0,0.4,zp,s2,bf,ntb,j,y,0.72254
N,75515,b,O,gmz,3.60555,K,2.03808835987286,A,1.40521516664839,3,0.42427,zp,s2,bf,ntb,k,z,3.1058
Y,384714,e,N,gnq,3.31662,K,2.07085417767296,A,1.32557493861855,15,0.44721,sm,s2,jl,ntb,j,v,2.1527
N,485596,b,S,gmz,2.82843,J,1.60166380910002,A,1.36878405350482,11,0.31623,sm,s2,bf,ntb,j,z,6.8157
Y,534654,c,N,gmz,3.74166,K,1.96229931971919,B,1.40841733918182,1,0.4,sm,s2,bf,ntb,j,y,1.0789
Y,54251,d,R,gmz,1.41421,J,1.53015702311907,A,1.36878405350482,11,0.3156,sm,s8,fy,ntb,j,u,2.3555
N,50026,d,R,gmz,2.44949,H,1.74026546131815,A,1.31999242408256,0,0.4,zp,s2,bf,ntb,j,z,4.3363
Y,27493,d,N,gnq,3,J,1.68446842620419,A,1.37081322956934,4,0.4,zp,s8,fy,fcc,j,x,5.0536
Y,277844,b,T,gmz,2.44949,K,1.55038710399363,B,1.28810169652245,1,0.31623,zp,s2,fy,mrm,j,y,0.63217
N,138683,d,R,gmz,3.16228,J,1.89333107001351,B,1.3820899516901,10,0.37417,zp,s2,bf,ntb,j,y,4.315
N,568702,b,S,gmz,3.31662,K,1.72578794742204,A,1.37549201350223,0,0.31623,sm,s2,jl,ntb,j,s,1.4561
N,120434,b,O,gmz,3.31662,I,1.92077344567694,A,1.42917972697423,3,0.44721,sm,s2,bf,ntb,j,y,0.061078
Y,20787,d,R,gmz,3.4641,J,1.66636311110099,B,1.35213040957046,1,0.31623,zp,s2,fy,ntb,k,z,1.962
Y,190632,b,Q,gmz,2.23607,K,1.66723568201428,A,1.38169866506456,0,0.39988,kc,s2,ix,dgk,j,y,0.84358
N,456011,b,S,gmz,3.60555,L,1.74521283415329,B,1.39077471069573,6,0.37417,kv,s2,fy,fcc,k,s,3.1413
N,291087,d,N,gmz,3.60555,K,1.93457161803038,A,1.3391103424175,11,0.4,zp,s2,fy,ntb,j,u,1.5756
N,174686,b,R,gmz,3.60555,I,1.77309236160446,A,1.37549201350223,0,0.31623,sm,s2,bf,ntb,j,z,4.4298
N,244539,b,O,gmz,3.31662,H,1.84543543730998,A,1.38484264488105,0,0.4,zp,s2,bf,fcc,j,x,3.2207
N,146654,d,N,gmz,3.60555,J,1.85500902131671,A,1.33014435222886,1,0.37417,zp,s2,fy,fcc,j,y,2.4125
N,325816,b,O,gnq,3.60555,L,2.16614826112635,B,1.49498434593149,11,0.4899,sm,s2,bf,ntb,j,w,0.48665
N,528261,d,R,gmz,1,H,1.59778048016095,A,1.32557493861855,15,0.42427,sm,s2,ix,ntb,j,u,1.0556
Y,586632,d,N,gmz,2.82843,K,1.87997973898236,B,1.39026440324797,14,0.47958,sm,s2,jl,ntb,j,x,1.3164
N,521915,b,S,gmz,2.82843,I,1.87862908131384,A,1.41857813652111,10,0.42427,sm,s2,bf,fcc,j,t,4.3852
Y,539063,b,N,gmz,3,L,1.64616551879051,A,1.30083307738714,11,0.37417,sm,s2,bf,ntb,j,x,3.5737
Y,39904,b,Y,gmz,3.4641,L,1.75497747992034,A,1.37549201350223,12,0.37417,sm,s2,jl,fcc,j,v,2.7764
Y,363510,d,N,gmz,3.16228,J,1.92122492676707,A,1.52047285453967,9,0.44721,zp,s2,jl,ntb,k,v,1.0573
N,307915,d,N,gmz,3.4641,L,1.74803552855431,B,1.38871130920176,11,0.37417,zp,s2,bf,ntb,j,y,4.2456
N,241892,b,O,gmz,3,J,1.79652639164191,A,1.42684792770672,3,0.44721,sm,s2,jl,fcc,j,y,1.9973
Y,410764,b,O,gmz,3.16228,K,2.5102366752142,B,1.52296524641671,17,0.54772,zp,s2,jl,ntb,j,v,1.6941
Y,194128,c,N,gmz,3,K,2.08701880906497,A,1.42837039012046,11,0.6,zp,s2,fy,ntb,j,y,0.79609
Y,152911,d,N,gmz,3,K,1.94347890235846,A,1.34206007278937,10,0.42427,sm,s2,bf,ntb,k,x,0.53953
N,559931,d,N,gmz,3.60555,J,1.78852320222822,A,1.31031525250543,0,0.31623,zp,s2,bf,ntb,k,y,3.0445
N,425250,e,N,gmz,1.41421,H,1.52654790941136,A,1.36605764694054,11,0.3156,zp,s2,jl,fcc,j,y,4.3831
N,262412,d,N,gmz,3,H,1.8289221923772,A,1.37881265963774,10,0.37417,zp,s2,jl,ntb,j,z,1.0456
N,458486,d,R,gmz,3,H,1.71725033875952,A,1.36632617158418,0,0.4,zp,s2,bf,fcc,j,z,1.6057
N,564404,d,N,gmz,3.4641,J,1.75110501016694,A,1.2991624511028,1,0.31623,zp,s2,bf,ntb,j,y,6.2248
N,269177,b,S,gmz,3.16228,L,1.86733838122381,A,1.40348310281716,1,0.42427,zp,s2,bf,fcc,j,s,1.8607
N,199346,b,R,gmz,3.60555,I,1.75593952816236,A,1.30330576054873,11,0.31623,sm,s2,bf,ntb,j,z,4.2778
Y,407749,d,N,gmz,3.60555,I,1.92864837201521,A,1.29833265683333,15,0.38729,zp,s2,fy,fcc,j,z,1.0585
Y,553615,e,R,gmz,0,J,1.46349294621111,A,1.36262601095598,11,0.3156,zp,s2,fy,fcc,j,y,3.4948
N,528813,d,N,gmz,2.64575,K,1.64222181528957,A,1.36661097842805,11,0.37417,sm,s2,bf,ntb,j,y,1.7906
N,543581,d,N,gmz,3.74166,L,1.7633989543098,A,1.36878405350482,11,0.31623,sm,s2,bf,ntb,j,z,0.3527
N,136203,d,N,gmz,3.4641,I,1.95640995736825,A,1.41545089618719,7,0.4,zp,s2,jl,ntb,j,y,1.2595
Y,89654,d,N,gnq,2.23607,K,1.56050371614621,B,1.30330576054873,11,0.31623,sm,s2,bf,ntb,j,y,0.5972
N,228797,d,N,gmz,2.82843,M,1.6762242283647,A,1.33030919225239,1,0.37417,zp,s2,jl,ntb,k,w,2.2545
